area_sft,attach_bathrooms,balcony,bedrooms,common_bathrooms,floor,floor_type,location,parking_space,price_per_sft,property_type
1250,2,2,3,1,6th,,"Rampura, Dhaka, Bangladesh",,"4,500.00৳",Apartment
600,1,2,2,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",,"4,666.00৳",Apartment
995,1,1,2,1,5th,,"New Market, Dhaka, Bangladesh",,Negotiable,Apartment
750,1,2,2,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",,Negotiable,Apartment
1200,1,3,3,1,6th,,"Shyamoli, Dhaka, Bangladesh",1,"6,083.00৳",Apartment
1240,2,3,3,1,1st,,"Mirpur, Dhaka, Bangladesh",,Negotiable,Apartment
1450,2,2,3,1,5th,,"Malibagh, Dhaka, Bangladesh",,"6,500.00৳",Apartment
1050,1,3,3,1,7th,,"Banashree, Dhaka, Bangladesh",1,"4,700.00৳",Apartment
1000,1,2,2,1,4th,,"Mohammadpur , Dhaka, Bangladesh",,"6,800.00৳",Apartment
1210,2,2,3,1,4th,,"Savar, Dhaka, Bangladesh",1,"2,700.00৳",Apartment
910,1,2,3,1,4th,,"Khilgaon, Dhaka, Bangladesh",7,"3,800.00৳",Apartment
1155,2,1,3,1,4th,,"Farmgate, Dhaka, Bangladesh",,Negotiable,Apartment
1250,2,3,3,1,4th,,"Rampura, Dhaka, Bangladesh",1,Negotiable,Apartment
1380,3,2,3,1,3rd,,"Motijheel, Dhaka, Bangladesh",1,"5,435.00৳",Apartment
1025,1,2,3,1,1st,,"Mohammadpur , Dhaka, Bangladesh",1,"6,500.00৳",Apartment
1170,1,3,3,1,5th,,"New Market, Dhaka, Bangladesh",1,Negotiable,Apartment
860,1,1,2,1,14th,,"Motijheel, Dhaka, Bangladesh",,"6,000.00৳",Apartment
1270,1,3,3,1,6th,,"New Market, Dhaka, Bangladesh",1,Negotiable,Apartment
1440,2,3,3,1,2nd,,"New Market, Dhaka, Bangladesh",1,Negotiable,Apartment
2200,4,3,4,1,3rd,,"DOHS Mirpur, Dhaka, Bangladesh",1,"7,000.00৳",Apartment
660,1,1,2,1,2nd,,"Narayanganj, Narayanganj, Bangladesh",1,"3,182.00৳",Apartment
1780,2,2,3,1,10th,,"Ramna, Dhaka, Bangladesh",,Negotiable,Apartment
950,1,1,2,1,8th,,"Mohammadpur , Dhaka, Bangladesh",,"6,000.00৳",Apartment
2200,2,,4,1,4th,,"Paltan, Dhaka, Bangladesh",1,"8,500.00৳",Apartment
1550,2,3,3,1,5th,,"Chattogram City, Chattogram, Bangladesh",,"4,000.00৳",Apartment
1618,3,2,3,1,4th,,"Chattogram City, Chattogram, Bangladesh",1,"6,180.00৳",Apartment
1150,2,3,3,1,7th,,"Khulna City, Khulna, Bangladesh",1,"3,500.00৳",Apartment
1113,2,3,3,1,5th,,"Chattogram City, Chattogram, Bangladesh",1,"5,391.00৳",Apartment
1300,2,3,3,1,2nd,,"Chattogram City, Chattogram, Bangladesh",1,"4,000.00৳",Apartment
1450,2,2,3,1,1st,,"Chattogram City, Chattogram, Bangladesh",,"4,690.00৳",Apartment
825,1,2,2,1,1st,,"Chattogram City, Chattogram, Bangladesh",,"4,242.00৳",Apartment
1050,1,2,3,1,3rd,,"Chattogram City, Chattogram, Bangladesh",1,"5,714.00৳",Apartment
1750,3,2,4,1,2nd,,"Chattogram City, Chattogram, Bangladesh",1,"5,714.00৳",Apartment
2100,3,4,4,1,5th,,"Chattogram City, Chattogram, Bangladesh",1,"4,500.00৳",Apartment
1504,1,3,4,1,3rd,,"Chattogram City, Chattogram, Bangladesh",2,Negotiable,Apartment
1030,2,2,3,1,2nd,,"Narayanganj, Narayanganj, Bangladesh",1,"4,000.00৳",Apartment
1322,2,3,3,1,2nd,,"Banashree, Dhaka, Bangladesh",1,Negotiable,Apartment
1455,2,2,3,1,1st,,"Chattogram City, Chattogram, Bangladesh",,"4,674.00৳",Apartment
1470,2,3,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",1,"5,100.00৳",Apartment
1100,2,2,3,1,4th,,"Rampura, Dhaka, Bangladesh",1,Negotiable,Apartment
1150,1,2,3,1,7th,,"New Market, Dhaka, Bangladesh",1,"5,500.00৳",Apartment
900,2,1,4,1,6th,,"New Market, Dhaka, Bangladesh",,"5,000.00৳",Apartment
1407,2,3,3,1,5th,,"Banashree, Dhaka, Bangladesh",1,"3,800.00৳",Apartment
1725,3,1,4,1,1st,,"Rampura, Dhaka, Bangladesh",1,Negotiable,Apartment
1312,2,3,3,1,6th,,"Banashree, Dhaka, Bangladesh",1,"3,800.00৳",Apartment
1050,2,2,3,1,2nd,,"Rampura, Dhaka, Bangladesh",,"4,000.00৳",Apartment
970,1,1,3,,3rd,,"Mohammadpur , Dhaka, Bangladesh",,"4,433.00৳",Apartment
1384,2,3,3,1,Ground,,"Bandarban Sadar, Bandarban, Bangladesh",,"4,200.00৳",Apartment
885,1,2,2,1,1st,,"Rampura, Dhaka, Bangladesh",,Negotiable,Apartment
1100,2,2,3,1,1st,,"DOHS Mirpur, Dhaka, Bangladesh",,"6,500.00৳",Apartment
1050,1,2,3,1,3rd,,"Farmgate, Dhaka, Bangladesh",,Negotiable,Apartment
750,1,,1,,10th,,"Paltan, Dhaka, Bangladesh",,"12,000.00৳",Apartment
1506,2,4,3,1,8th,,"Ullapara, Chattogram, Bangladesh",,"7,000.00৳",Apartment
900,1,1,3,1,4th,,"Sherpur Sadar, Sherpur, Bangladesh",,"2,700.00৳",Apartment
1200,1,2,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,400.00৳",Apartment
510,1,1,2,,1st,,"Cumilla City, Cumilla, Bangladesh",,"5,490.00৳",Apartment
1075,2,3,3,1,3rd,,"Farmgate, Dhaka, Bangladesh",,Negotiable,Apartment
1000,1,1,2,1,2nd,,"Chattogram City, Chattogram, Bangladesh",,"3,600.00৳",Apartment
1800,2,3,4,1,3rd,,"Chattogram City, Chattogram, Bangladesh",1,"7,500.00৳",Apartment
1200,1,2,3,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,400.00৳",Apartment
1200,2,3,3,1,1st,,"Rajshahi City, Rajshahi, Bangladesh",1,"3,450.00৳",Apartment
1300,2,2,3,1,7th,,"Malibagh, Dhaka, Bangladesh",,"8,000.00৳",Apartment
1050,2,2,3,1,1st,,"Farmgate, Dhaka, Bangladesh",,"5,500.00৳",Apartment
1120,2,,3,1,2nd,,"Rampura, Dhaka, Bangladesh",,Negotiable,Apartment
1200,,,3,3,4th,,"Rajshahi City, Rajshahi, Bangladesh",1,"3,450.00৳",Apartment
800,1,1,2,1,6th,,"Rampura, Dhaka, Bangladesh",,"4,500.00৳",Apartment
900,1,3,2,1,4th,,"Rampura, Dhaka, Bangladesh",,Negotiable,Apartment
1500,1,2,3,1,5th,,"Ramna, Dhaka, Bangladesh",,"10,000.00৳",Apartment
950,1,1,2,1,6th,,"Rampura, Dhaka, Bangladesh",,"4,000.00৳",Apartment
1000,1,2,3,1,1st,,"Rampura, Dhaka, Bangladesh",,Negotiable,Apartment
1150,1,2,3,1,3rd,,"Rampura, Dhaka, Bangladesh",,"4,500.00৳",Apartment
1745,2,1,3,1,4th,,"Farmgate, Dhaka, Bangladesh",,Negotiable,Apartment
1200,,,3,3,7th,,"Rajshahi City, Rajshahi, Bangladesh",1,"3,450.00৳",Apartment
1200,1,2,3,1,3rd,,"Sylhet City, Sylhet, Bangladesh",,"2,550.00৳",Apartment
1372,2,2,3,1,Ground,,"New Market, Dhaka, Bangladesh",,Negotiable,Apartment
1320,3,,4,1,2nd,,"Sylhet City, Sylhet, Bangladesh",,"3,800.00৳",Apartment
1455,2,3,3,1,6th,,"Ramna, Dhaka, Bangladesh",1,"7,500.00৳",Apartment
1030,1,3,3,1,5th,,"Savar, Dhaka, Bangladesh",1,"3,883.00৳",Apartment
1255,2,3,3,1,6th,,"Rampura, Dhaka, Bangladesh",,"4,500.00৳",Apartment
1085,2,1,3,1,3rd,,"Rajshahi City, Rajshahi, Bangladesh",1,"3,300.00৳",Apartment
2017,3,3,4,1,2nd,,"Ramna, Dhaka, Bangladesh",,"9,000.00৳",Apartment
1313,2,3,3,1,7th,,"Rajshahi City, Rajshahi, Bangladesh",1,"3,000.00৳",Apartment
1541,3,3,3,1,5th,,"Rajshahi City, Rajshahi, Bangladesh",1,"2,800.00৳",Apartment
1760,3,3,3,1,4th,,"Sylhet City, Sylhet, Bangladesh",1,"3,200.00৳",Apartment
1160,2,2,3,1,9th,,"Rampura, Dhaka, Bangladesh",1,"5,172.00৳",Apartment
1155,2,2,3,1,7th,,"Rampura, Dhaka, Bangladesh",,"4,329.00৳",Apartment
1229,2,3,3,1,8th,,"Chattogram City, Chattogram, Bangladesh",,"3,500.00৳",Apartment
1615,2,3,3,1,10th,,", Dhaka, Bangladesh",1,Negotiable,Apartment
1025,1,2,3,1,3rd,,"Rampura, Dhaka, Bangladesh",1,"6,342.00৳",Apartment
1615,2,3,3,1,7th,,", Dhaka, Bangladesh",1,Negotiable,Apartment
2009,3,3,3,1,3rd,,"Ramna, Dhaka, Bangladesh",1,"8,000.00৳",Apartment
1100,1,2,2,1,1st,,"Sylhet City, Sylhet, Bangladesh",,"2,727.00৳",Apartment
2080,3,3,4,1,1st,,"Shyamoli, Dhaka, Bangladesh",1,"6,250.00৳",Apartment
1615,2,3,3,1,8th,,", Dhaka, Bangladesh",1,Negotiable,Apartment
1615,2,3,3,1,9th,,", Dhaka, Bangladesh",1,Negotiable,Apartment
1615,2,3,3,1,7th,,", Dhaka, Bangladesh",1,Negotiable,Apartment
1071,,,3,3,5th,,"Rajshahi City, Rajshahi, Bangladesh",1,"3,600.00৳",Apartment
1140,2,,3,,1st,,"Tejgaon, Dhaka, Bangladesh",,"4,500.00৳",Apartment
800,1,1,2,1,1st,,"Rajshahi City, Rajshahi, Bangladesh",,Negotiable,Apartment
1150,1,2,3,1,5th,,"Rampura, Dhaka, Bangladesh",,"5,220.00৳",Apartment
1625,2,2,3,1,2nd,,"Rajshahi City, Rajshahi, Bangladesh",,"3,200.00৳",Apartment
3,3,3,3,3,5th,,"Chattogram City, Chattogram, Bangladesh",1,"5,200.00৳",Apartment
1030,2,2,3,1,2nd,,"Rampura, Dhaka, Bangladesh",1,"3,700.00৳",Apartment
1200,1,1,3,1,3rd,,"Rajshahi City, Rajshahi, Bangladesh",,"5,417.00৳",Apartment
2400,3,2,4,1,4th,,"Sylhet City, Sylhet, Bangladesh",1,"4,000.00৳",Apartment
1071,,,3,3,1st,,"Rajshahi City, Rajshahi, Bangladesh",,"3,600.00৳",Apartment
