amenities,area,building_type,location,num_bath_rooms,num_bed_rooms,price,purpose
Balcony or Terrace##Parking Spaces##: 1##View##Floor Level##Balcony or Terrace##Electricity Backup##Parking Spaces##: 1##View##Double Glazed Windows##Waste Disposal##Floor Level##Freehold##Lobby in Building##24 Hours Concierge##Flooring##Elevators in Building##: 1##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,965 sqft",Apartment,"Block I, Bashundhara R-A, Dhaka",4 Beds,4 Beds,1.8 Crore,For Sale
View##Balcony or Terrace##Flooring##Elevators in Building##: 1##View##Elevators in Building##: 1##Balcony or Terrace##Lobby in Building##24 Hours Concierge##Electricity Backup##Waste Disposal##Flooring##Broadband Internet##Cleaning Services,"1,050 sqft",Apartment,"Block H, Banasree, Dhaka",3 Beds,3 Beds,16 Thousand,For Rent
Flooring##View##Balcony or Terrace##Parking Spaces##: 1##Flooring##Freehold##Elevators in Building##: 1##View##Lobby in Building##Balcony or Terrace##Waste Disposal##Parking Spaces##: 1##Electricity Backup##Storage Areas##Broadband Internet##Conference Room##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"2,550 sqft",Apartment,"Gulshan 1, Gulshan, Dhaka",3 Beds,3 Beds,70 Thousand,For Rent
View##Flooring##Balcony or Terrace##Parking Spaces##: 1##View##Flooring##24 Hours Concierge##Balcony or Terrace##Parking Spaces##: 1##Floor Level##Lobby in Building##Electricity Backup##Elevators in Building##: 1##Broadband Internet,"2,200 sqft",Apartment,"Block K, Bashundhara R-A, Dhaka",4 Beds,4 Beds,30 Thousand,For Rent
View##Floor Level##Balcony or Terrace##Flooring##View##Lobby in Building##Floor Level##Balcony or Terrace##24 Hours Concierge##Double Glazed Windows##Flooring##Service Elevators##Electricity Backup##Elevators in Building##: 1##Maintenance Staff##Cleaning Services,850 sqft,Apartment,"South Monipur, Mirpur, Dhaka",2 Beds,2 Beds,11 Thousand,For Rent
View##Balcony or Terrace##Flooring##Floor Level##Double Glazed Windows##24 Hours Concierge##Freehold##View##Balcony or Terrace##Lobby in Building##Electricity Backup##Flooring##Elevators in Building##: 2##Service Elevators##Floor Level##Broadband Internet##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,472 sqft",Apartment,"Hatirpool, Dhaka",3 Beds,3 Beds,35 Thousand,For Rent
Flooring##View##Balcony or Terrace##Parking Spaces##: 2##Flooring##View##Balcony or Terrace##Electricity Backup##Elevators in Building##: 1##Parking Spaces##: 2##Floor Level##Broadband Internet##CCTV Security##Maintenance Staff,"2,600 sqft",Apartment,"Dhanmondi, Dhaka",4 Beds,4 Beds,75 Thousand,For Rent
Balcony or Terrace##Floor Level##View##Flooring##Balcony or Terrace##Floor Level##Freehold##Electricity Backup##View##Flooring##Elevators in Building##: 1##24 Hours Concierge##Lobby in Building##Waste Disposal##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,480 sqft",Apartment,"Sector 10, Uttara, Dhaka",3 Beds,3 Beds,25 Thousand,For Rent
Flooring##Parking Spaces##: 1##Floor Level##View##Flooring##Lobby in Building##Freehold##Electricity Backup##Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##Waste Disposal##Elevators in Building##: 1##Prayer Room##Broadband Internet##Intercom##Lawn or Garden##CCTV Security##Cleaning Services##Maintenance Staff,"1,700 sqft",Apartment,"Sector 4, Uttara, Dhaka",3 Beds,3 Beds,30 Thousand,For Rent
Balcony or Terrace##Flooring##View##Parking Spaces##: 1##Balcony or Terrace##Lobby in Building##Electricity Backup##Flooring##Elevators in Building##: 1##Freehold##View##Parking Spaces##: 1##Floor Level##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,300 sqft",Apartment,"East Kazipara, Mirpur, Dhaka",3 Beds,3 Beds,20 Thousand,For Rent
,"1,450 sqft",Apartment,"Sector 14, Uttara, Dhaka",3 Beds,3 Beds,40 Thousand,For Rent
View##Flooring##Balcony or Terrace##Parking Spaces##: 1##View##Electricity Backup##Flooring##Elevators in Building##: 1##Freehold##Balcony or Terrace##Lobby in Building##Parking Spaces##: 1##24 Hours Concierge##Floor Level##Cleaning Services##Maintenance Staff,"1,250 sqft",Apartment,"East Rampura, Rampura, Dhaka",3 Beds,3 Beds,22 Thousand,For Rent
View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Lobby in Building##Electricity Backup##Flooring##Floor Level##Elevators in Building##: 1##Freehold##Parking Spaces##: 1##24 Hours Concierge##Maintenance Staff##Cleaning Services,"1,250 sqft",Apartment,"East Rampura, Rampura, Dhaka",3 Beds,3 Beds,22 Thousand,For Rent
Parking Spaces##: 20##Flooring##View##Balcony or Terrace##Parking Spaces##: 20##Flooring##Electricity Backup##View##Balcony or Terrace##24 Hours Concierge##Floor Level##Elevators in Building##: 1##Broadband Internet##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,978 sqft,Apartment,"Colonel Jones Road, Colonel Hat, 10 No. North Kattali Ward, Chattogram",2 Beds,2 Beds,50 Lakh,For Sale
Flooring##Parking Spaces##: 1##View##Floor Level##Flooring##Parking Spaces##: 1##View##Lobby in Building##Elevators in Building##: 1##24 Hours Concierge##Floor Level##Balcony or Terrace##CCTV Security,"1,666 sqft",Apartment,"Block G, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.35 Crore,For Sale
Floor Level##Flooring##View##Balcony or Terrace##Floor Level##Elevators in Building##: 1##Flooring##Lobby in Building##View##Balcony or Terrace##Double Glazed Windows##Parking Spaces##: 1##Electricity Backup##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,675 sqft",Apartment,"Sector 7, Uttara, Dhaka",3 Beds,3 Beds,2 Crore,For Sale
Parking Spaces##: 1##View##Balcony or Terrace##Flooring##Parking Spaces##: 1##Electricity Backup##Lobby in Building##Double Glazed Windows##View##Balcony or Terrace##Flooring##Elevators in Building##: 1##Floor Level##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,675 sqft",Apartment,"Sector 7, Uttara, Dhaka",3 Beds,3 Beds,2 Crore,For Sale
View##Flooring##Balcony or Terrace##Floor Level##Elevators in Building##: 1##View##Flooring##Balcony or Terrace##Floor Level,950 sqft,Apartment,"Mirpur, Dhaka",3 Beds,3 Beds,50 Lakh,For Sale
Parking Spaces##: 1##View##Balcony or Terrace##Flooring##Parking Spaces##: 1##View##Balcony or Terrace##Double Glazed Windows##Electricity Backup##Flooring##Elevators in Building##: 1##Floor Level##Storage Areas##Broadband Internet##CCTV Security##Cleaning Services##Maintenance Staff,"1,000 sqft",Apartment,"Block E, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.12 Crore,For Sale
Flooring##View##Floor Level##Balcony or Terrace##Flooring##View##24 Hours Concierge##Electricity Backup##Floor Level##Balcony or Terrace##CCTV Security##Cleaning Services,650 sqft,Apartment,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",2 Beds,2 Beds,40 Lakh,For Sale
View##Floor Level##Flooring##Parking Spaces##: 10##View##Elevators in Building##: 2##Floor Level##Flooring##Parking Spaces##: 10##Balcony or Terrace##Electricity Backup##Intercom##CCTV Security##Cleaning Services,"1,650 sqft",Apartment,"Eskaton, Dhaka",3 Beds,3 Beds,28 Thousand,For Rent
Flooring##Parking Spaces##: 1##View##Balcony or Terrace##Double Glazed Windows##Electricity Backup##Flooring##Elevators in Building##: 1##Parking Spaces##: 1##View##Balcony or Terrace##Floor Level##Storage Areas##Broadband Internet##CCTV Security##Cleaning Services##Maintenance Staff,"2,050 sqft",Apartment,"Block E, Bashundhara R-A, Dhaka",3 Beds,3 Beds,2.08 Crore,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Flooring##Elevators in Building##: 1##Freehold##CCTV Security,"3,000 sqft",Apartment,"Sugandha Residential Area, Panchlaish, Chattogram",4 Beds,4 Beds,60 Thousand,For Rent
,"2,300 sqft",Apartment,"Sector 6, Uttara, Dhaka",3 Beds,3 Beds,50 Thousand,For Rent
Balcony or Terrace##Floor Level##Flooring##View##Balcony or Terrace##Floor Level##Flooring##Waste Disposal##View##Freehold##Broadband Internet##Facilities for Disabled##Cleaning Services,"1,100 sqft",Apartment,"PC Culture Housing, Mohammadpur, Dhaka",3 Beds,3 Beds,22 Thousand,For Rent
Parking Spaces##: 1##Flooring##Floor Level##View##Parking Spaces##: 1##Flooring##Elevators in Building##: 1##Floor Level##View##Lobby in Building##Double Glazed Windows##Balcony or Terrace##Waste Disposal##Service Elevators##Electricity Backup##Freehold##Broadband Internet##Intercom##CCTV Security##Facilities for Disabled##Cleaning Services##Maintenance Staff,"2,100 sqft",Apartment,"Chandmiya Housing, Mohammadpur, Dhaka",4 Beds,4 Beds,33 Thousand,For Rent
Floor Level##Balcony or Terrace##Parking Spaces##: 1##View##Floor Level##Balcony or Terrace##Lobby in Building##Parking Spaces##: 1##View##Electricity Backup##Flooring##CCTV Security##Cleaning Services##Maintenance Staff,"1,400 sqft",Apartment,"South Khulshi, Khulshi, Chattogram",3 Beds,3 Beds,30 Thousand,For Rent
View##Flooring##Parking Spaces##: 2##Floor Level##View##Lobby in Building##Electricity Backup##Flooring##Parking Spaces##: 2##Floor Level##Balcony or Terrace##Elevators in Building##: 1##Broadband Internet##CCTV Security##Cleaning Services##Maintenance Staff,"3,000 sqft",Apartment,"Dhanmondi, Dhaka",3 Beds,3 Beds,65 Thousand,For Rent
Floor Level##View##Balcony or Terrace##Parking Spaces##: 1##Waste Disposal##Freehold##Floor Level##View##Balcony or Terrace##Lobby in Building##Double Glazed Windows##Parking Spaces##: 1##Electricity Backup##Flooring##Elevators in Building##: 1##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"2,530 sqft",Apartment,"Block K, Bashundhara R-A, Dhaka",4 Beds,4 Beds,33 Thousand,For Rent
Flooring##Floor Level##Balcony or Terrace##View##Flooring##Service Elevators##Floor Level##Lobby in Building##Electricity Backup##Balcony or Terrace##Elevators in Building##: 1##View##CCTV Security##Cleaning Services##Maintenance Staff,800 sqft,Apartment,"Block A, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",2 Beds,2 Beds,38 Lakh,For Sale
Flooring##View##Balcony or Terrace##Parking Spaces##: 1##Flooring##View##Waste Disposal##Freehold##Balcony or Terrace##Electricity Backup##24 Hours Concierge##Parking Spaces##: 1##Floor Level##Lobby in Building##Elevators in Building##: 1##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,270 sqft",Apartment,"Sector 5, Uttara, Dhaka",3 Beds,3 Beds,1 Crore,For Sale
View##Balcony or Terrace##Floor Level##Flooring##Electricity Backup##View##Balcony or Terrace##Freehold##Floor Level##Elevators in Building##: 1##Flooring##Parking Spaces##: 1##Lobby in Building##24 Hours Concierge##Waste Disposal##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,300 sqft",Apartment,"Sector 5, Uttara, Dhaka",3 Beds,3 Beds,1.1 Crore,For Sale
Floor Level##View##Balcony or Terrace##Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##Parking Spaces##: 1##Electricity Backup##Flooring##Lobby in Building##Elevators in Building##: 1##Cleaning Services##Maintenance Staff,"1,506 sqft",Apartment,"Sector 1, Block F, Aftab Nagar, Dhaka",3 Beds,3 Beds,1.15 Crore,For Sale
,2.9 Katha,Plot,"Nikunja 2, Nikunja, Dhaka",,,5.5 Crore,For Sale
Floor Level##View##Balcony or Terrace##Flooring##Floor Level##24 Hours Concierge##View##Balcony or Terrace##Double Glazed Windows##Electricity Backup##Waste Disposal##Flooring##Cleaning Services,950 sqft,Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 Beds,3 Beds,58 Lakh,For Sale
Parking Spaces##: 1##View##Balcony or Terrace##Floor Level##Parking Spaces##: 1##Double Glazed Windows##View##Balcony or Terrace##Lobby in Building##Floor Level##Flooring##Electricity Backup##24 Hours Concierge##Elevators in Building##: 2##Service Elevators##Intercom##CCTV Security##Cleaning Services##Maintenance Staff,"1,654 sqft",Apartment,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",3 Beds,3 Beds,14 Thousand,For Rent
View##Floor Level##Balcony or Terrace##Flooring##View##Floor Level##Balcony or Terrace##Double Glazed Windows##Electricity Backup##Waste Disposal##24 Hours Concierge##Flooring##Cleaning Services,"1,000 sqft",Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 Beds,3 Beds,60 Lakh,For Sale
Parking Spaces##: 2##Floor Level##View##Flooring##Double Glazed Windows##Parking Spaces##: 2##Elevators in Building##: 1##Floor Level##View##Flooring##Balcony or Terrace##Electricity Backup##Intercom##Maintenance Staff##Cleaning Services,"2,350 sqft",Apartment,"Gulshan 1, Gulshan, Dhaka",3 Beds,3 Beds,1.6 Lakh,For Rent
Floor Level##Flooring##View##Balcony or Terrace##Floor Level##Flooring##View##Balcony or Terrace##Freehold##Electricity Backup##Prayer Room##Cleaning Services,"1,180 sqft",Apartment,"Badda, Dhaka",3 Beds,3 Beds,23 Thousand,For Rent
View##Balcony or Terrace##Flooring##Floor Level##Waste Disposal##Double Glazed Windows##Freehold##View##Balcony or Terrace##Flooring##Floor Level##Broadband Internet##Cleaning Services##Maintenance Staff##Facilities for Disabled,700 sqft,Apartment,"Mohammadia Housing Society, Mohammadpur, Dhaka",2 Beds,2 Beds,13 Thousand,For Rent
Flooring##Floor Level##View##Balcony or Terrace##24 Hours Concierge##Flooring##Floor Level##View##Balcony or Terrace##Lobby in Building##Intercom##Cleaning Services##Maintenance Staff,700 sqft,Apartment,"Shyamoli, Dhaka",2 Beds,2 Beds,16 Thousand,For Rent
Parking Spaces##: 1##Flooring##Furnished##Floor Level##Parking Spaces##: 1##Flooring##Furnished##Elevators in Building##: 1##Floor Level##24 Hours Concierge##Freehold##View##Balcony or Terrace##Electricity Backup##Lobby in Building##Service Elevators##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"2,600 sqft",Apartment,"Gulshan 1, Gulshan, Dhaka",3 Beds,3 Beds,1 Lakh,For Rent
View##Floor Level##Balcony or Terrace##Flooring##View##Lobby in Building##Floor Level##Balcony or Terrace##Electricity Backup##Flooring##Elevators in Building##: 1##24 Hours Concierge##CCTV Security##Maintenance Staff##Cleaning Services,"1,552 sqft",Apartment,"Shyamoli Housing, Shekhertek, Mohammadpur, Dhaka",3 Beds,3 Beds,25 Thousand,For Rent
Furnished##Parking Spaces##: 1##Flooring##Balcony or Terrace##Lobby in Building##Furnished##Elevators in Building##: 1##Parking Spaces##: 1##24 Hours Concierge##Electricity Backup##Flooring##Balcony or Terrace##View##Floor Level##Intercom##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"1,560 sqft",Apartment,"Eskaton, Dhaka",3 Beds,3 Beds,30 Thousand,For Rent
Flooring##View##Balcony or Terrace##Floor Level##Lobby in Building##Waste Disposal##Flooring##24 Hours Concierge##View##Balcony or Terrace##Electricity Backup##Elevators in Building##: 1##Floor Level##Service Elevators##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,450 sqft,Apartment,"Avenue 5, Mirpur DOHS, Mirpur, Dhaka",1 Bed,1 Bed,16 Thousand,For Rent
Balcony or Terrace##Flooring##Floor Level##View##Balcony or Terrace##Lobby in Building##Electricity Backup##Flooring##Floor Level##View##Elevators in Building##: 1##Parking Spaces##: 1##Service Elevators##Double Glazed Windows##24 Hours Concierge##Intercom##Maintenance Staff##Cleaning Services,"1,500 sqft",Apartment,"Sector 13, Uttara, Dhaka",3 Beds,3 Beds,1.35 Crore,For Sale
View##Parking Spaces##: 1##Balcony or Terrace##Flooring##View##Double Glazed Windows##Parking Spaces##: 1##Balcony or Terrace##Flooring##Electricity Backup##Elevators in Building##: 1##Floor Level##Storage Areas##Broadband Internet##CCTV Security##Maintenance Staff##Cleaning Services,"1,630 sqft",Apartment,"Block K, Bashundhara R-A, Dhaka",3 Beds,3 Beds,1.35 Crore,For Sale
Parking Spaces##: 1##Flooring##View##Balcony or Terrace##Parking Spaces##: 1##Flooring##View##Balcony or Terrace##Lobby in Building##Electricity Backup##Elevators in Building##: 1##Floor Level##Maintenance Staff##Cleaning Services,"1,650 sqft",Apartment,"Sector 2, Block D, Aftab Nagar, Dhaka",3 Beds,3 Beds,1.2 Crore,For Sale
Floor Level##View##Balcony or Terrace##Parking Spaces##: 1##Floor Level##View##Balcony or Terrace##Service Elevators##Lobby in Building##Electricity Backup##Elevators in Building##: 3##Parking Spaces##: 1##Flooring##Double Glazed Windows##Prayer Room##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,088 sqft",Apartment,"Malibagh, Dhaka",3 Beds,3 Beds,1.15 Crore,For Sale
Balcony or Terrace##View##Floor Level##Flooring##Balcony or Terrace##Electricity Backup##View##Floor Level##Service Elevators##Elevators in Building##: 1##Lobby in Building##Double Glazed Windows##Waste Disposal##Flooring##24 Hours Concierge,"1,500 sqft",Apartment,"South Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Beds,78 Lakh,For Sale
Floor Level##Balcony or Terrace##Flooring##View##Floor Level##Balcony or Terrace##Lobby in Building##Electricity Backup##Flooring##Elevators in Building##: 1##Freehold##View##Parking Spaces##: 1##Intercom##CCTV Security##Maintenance Staff##Cleaning Services,"1,480 sqft",Apartment,"East Kazipara, Mirpur, Dhaka",3 Beds,3 Beds,1.15 Crore,For Sale
Floor Level##Flooring##View##Balcony or Terrace##Floor Level##Electricity Backup##Flooring##Elevators in Building##: 1##View##Balcony or Terrace##Lobby in Building##Freehold##CCTV Security##Maintenance Staff##Cleaning Services,900 sqft,Apartment,"East Kazipara, Mirpur, Dhaka",3 Beds,3 Beds,48 Lakh,For Sale
View##Floor Level##Balcony or Terrace##Flooring##View##Floor Level##Balcony or Terrace##Double Glazed Windows##Electricity Backup##Waste Disposal##Flooring##24 Hours Concierge##Cleaning Services,"1,000 sqft",Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 Beds,3 Beds,58 Lakh,For Sale
View##Balcony or Terrace##Floor Level##Flooring##View##Balcony or Terrace##Floor Level##24 Hours Concierge##Double Glazed Windows##Electricity Backup##Waste Disposal##Flooring##Cleaning Services,"1,000 sqft",Apartment,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 Beds,3 Beds,62 Lakh,For Sale
Flooring##Floor Level##Balcony or Terrace##View##Electricity Backup##Flooring##Lobby in Building##Floor Level##Elevators in Building##: 1##Balcony or Terrace##View##Parking Spaces##: 1##Intercom##Cleaning Services##Maintenance Staff,"2,400 sqft",Apartment,"Sector 2, Block H, Aftab Nagar, Dhaka",3 Beds,3 Beds,2 Crore,For Sale
