title,num_bed,num_bath,area,location,building_type,purpose,price,description,listing_url,Elevator-amenity,Security Guard-amenity,Govt. Gas-amenity,Emergency Exit-amenity,Hot Water-amenity,Intercom-amenity,Landscape Garden-amenity,Swimming Pool-amenity,Child Allowed-amenity,Visitor's Car Parking-amenity,Wi-Fi-amenity,Community Center-amenity,Guard's Room-amenity,Driver Room-amenity,Gymnasium-amenity,WASA-amenity,Internet-amenity,Electricity-amenity,Safety Grill-amenity,CCTV-amenity,Fire Alarm-amenity,Rooftop Garden-amenity,Pet Allowed-amenity,building_nature,city,area,address,balcony-amenity,service charge-amenity,servent room-amenity,staff toilet-amenity,kitchen-amenity,property condition-amenity,drawing room-amenity,car parking-amenity,furnished status-amenity,nagotiable-amenity,floor number-amenity,available for-amenity,advance deposit-amenity,living room-amenity,dining room-amenity,floor type-amenity
2300 sqft Unfurnished Apartment with for Rent @ Banani, 3 bd, 3 ba,2300.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,80000.0,"It is an unfurnished apartment of 2300 sqft which is up for rent at Banani. Located at the 5th floor, it has 3 beds, with other modern living facilities and commodities for a family. 1 car parking facility provided. If furnishing is needed, we will provide after discussion.",http://www.rentalhomebd.com/properties/2300-sqft-unfurnished-apartment-with-for-rent-at-banani/262,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,6500,yes,yes,1,new,yes,available,unfurnished,,6,any,160000,,yes,
2700 sqft Semi-furnished Apartment with Swimming Pool and Gym facilities for Rent @ Gulshan-1, 3 bd, 3 ba,2700.0,"Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent,235000.0,"This 2700 sqft semi-furnished property is up for rent at Gulshan-1. Located at 7th floor, these property has 3 beds with other modern facilities and commodities which are more than sufficient for a family. Additionally, it has swimming pool and gymnasium facilities which cater to the demand of outdoor activities. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/2700-sqft-semi-furnished-apartment-for-rent-at-gulshan-1/233,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-1, Gulshan-1",,,yes,yes,1,new,yes,available,semi-furnished,,8,any,470000,,yes,
2600 sqft Furnished Apartment for Rent @ Gulshan-1, 3 bd, 3 ba,2600.0,"Gulshan-1, Dhaka, Gulshan-1, Dhaka",Apartment/Flats,Rent,230000.0,"This 2600 sqft furnished property is up for rent at Gulshan-1. Located at 5th floor, these property has 3 beds with other modern facilities and commodities which are perfect for a family. 2 car parking facility available.",http://www.rentalhomebd.com/properties/2600-sqft-furnished-apartment-for-rent-at-gulshan-1/232,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-1, Gulshan-1",,12000,yes,yes,1,new,yes,available,furnished,,6,any,460000,,yes,
2700 sqft Unfurnished Apartment for Rent @ Gulshan-2, 3 bd, 3 ba,2700.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,140000.0,"This 2700 sqft property is up for rent at Gulshan-2. It is an unfurnished property, located at 7th floor, which has 3 beds, 3 baths, servant room and bath, 2 balconies with other facilities and modern commodities. 2 car parking space available. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/2700-sqft-unfurnished-apartment-for-rent-at-gulshan-2/235,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",,,yes,yes,1,new,yes,available,unfurnished,,8,any,280000,,yes,
2000 sqft Apartment for Rent @ Gulshan-2, 3 bd, 4 ba,2000.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,140000.0,"This 2000 sqft furnished property is up for rent at Gulshan-2. Located at 3rd floor, this property has 3 beds, drawing room, dining space, 2 attached bath, 1 common bath, servant room with bath, 3 balconies and other modern facilities and commodities. Service Charge is BDT 10000. 1 car parking facility available.",http://www.rentalhomebd.com/properties/2000-sqft-apartment-for-rent-at-gulshan-2/234,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",yes,10000,yes,yes,1,new,yes,available,furnished,,4,any,280000,,yes,
3200 sqft Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba,3200.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,280000.0,"It is a luxurious apartment of 3200 sqft which is furnished. Situated at the 4th floor, this property has 4 beds, 5 baths, living, drawing, dining, servant room and other modern amenities and commodities. 1 car parking facility available.",http://www.rentalhomebd.com/properties/3000-sqft-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/238,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,,,yes,yes,1,new,yes,available,furnished,,5,any,560000,yes,yes,
2800 sqft Furnished Apartment for Rent @ Gulshan-2, 3 bd, 4 ba,2800.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,220000.0,"This 2800 sqft property is up for rent at Gulshan-2. It is a furnished property, located at 4th floor, which has 3 beds, 4 baths with other facilities and modern commodities. 1 car parking space available.",http://www.rentalhomebd.com/properties/2800-sqft-furnished-apartment-for-rent-at-gulshan-2/236,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",,,yes,yes,1,new,yes,available,furnished,,5,any,440000,yes,yes,
2800 sqft Furnished Apartment with Swimming Pool and Gym facilities for Rent @ Gulshan-2, 4 bd, 5 ba,2800.0,"Gulshan-2, Dhaka, Gulshan-2, Dhaka",Apartment/Flats,Rent,200000.0,"This 2800 sqft property is up for rent at Gulshan-2. It is a furnished property, located at 11th floor, which has 4 beds, drawing room, dining space, living space, servant room with bath with other facilities and modern commodities. Service Charge is BDT 17000. 2 car parking space available. Additionally, it contains swimming pool and gymnasium facilities which cater to the demand of outdoor activities.",http://www.rentalhomebd.com/properties/2800-sqft-furnished-apartment-with-swimming-pool-and-gym-facilities-for-rent-at-gulshan-2/237,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Gulshan-2, Gulshan-2",,17000,yes,yes,1,new,yes,available,furnished,,12,any,400000,yes,yes,
3400 sqft Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba,3400.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,370000.0,"It is a luxurious apartment of 3400 sqft which is furnished. Situated at the 5th floor, this property has 4 beds, 5 baths, living, drawing, dining, servant room and other modern amenities and commodities. 1 car parking facility available.",http://www.rentalhomebd.com/properties/3400-sqft-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/242,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,,,yes,yes,1,new,yes,available,furnished,,6,any,740000,yes,yes,
3000 sqft Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba,3000.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,300000.0,"It is a luxurious apartment of 3000 sqft which is furnished. Situated at the 5th floor, this property has 4 beds, 5 baths, living, drawing, dining, servant room and other modern amenities and commodities. 1 car parking facility available.",http://www.rentalhomebd.com/properties/3000-sqft-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/240,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,,,yes,yes,1,new,yes,available,furnished,,6,any,600000,yes,yes,
1550 sqft Unfurnished Apartment for Rent @ Banani, 3 bd, 3 ba,1550.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,63000.0,"It is an unfurnished apartment of 1550 sqft which is up for rent at Banani. Located at the 1st floor, it has 3 beds with other modern living facilities for a family. 1 car parking facility provided. If furnishing is needed, we will provide it after discussion.",http://www.rentalhomebd.com/properties/1550-sqft-unfurnished-apartment-for-rent-at-banani/244,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,Banani,,,7000,,yes,1,new,yes,available,unfurnished,,2,any,126000,,yes,
2350 sqft unfurnished Apartment for Rent @ Banani, 4 bd, 5 ba,2350.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,105000.0,"It is an unfurnished apartment of 2350 sqft which is up for rent at Banani. Located at the 4th floor, it has 4 beds, 3 attached baths, 1 common bath, drawing, dining, family living, servant room with bath and 3 balconies. 1 car parking facility provided. If furnishing is needed, we will provide after discussion.",http://www.rentalhomebd.com/properties/2350-sqft-unfurnished-apartment-for-rent-at-banani/243,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,yes,8000,yes,yes,1,new,yes,available,unfurnished,,5,any,210000,yes,yes,
3000 sqft Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba,3000.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,270000.0,"It is a luxurious apartment of 3000 sqft which is furnished. Situated at the 3rd floor, this property has 4 beds, 5 baths, living, drawing, dining, servant room and other modern amenities and commodities. 1 car parking facility available.",http://www.rentalhomebd.com/properties/3000-sqft-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/239,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,,,yes,yes,1,new,yes,available,furnished,,4,any,540000,yes,yes,
1800 sqft Furnished Apartment for Rent @ Banani, 3 bd, 4 ba,1800.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,125000.0,"It is a furnished apartment of 1800 sqft which is up for rent at Banani. Located at the 1st floor, it has 3 beds, 4 baths, drawing, dining, servant room with other modern living facilities and commodities for a family. 1 car parking facility provided.",http://www.rentalhomebd.com/properties/1800-sqft-furnished-apartment-for-rent-at-banani/245,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,15000,yes,yes,1,new,yes,available,furnished,,2,any,250000,,yes,
2100 sqft Unfurnished Apartments for Rent @ Baridhara J Block, 3 bd, 4 ba,2100.0,"Baridhara J Block, Dhaka, Baridhara J Block, Dhaka",Apartment/Flats,Rent,80000.0,"These are unfurnished apartments of 2100 sqft which are  up for rent at Baridhara J Block. Located at the 1st, 2nd, 4th, 5th, 6th & 8th floor, they each have 3 beds, 4 baths with other modern living facilities. 1 car parking facility provided for each apartment. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/2100-sqft-unfurnished-apartments-for-rent-at-baridhara-j-block/230,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,,"Baridhara J Block, Baridhara J Block",,7000,yes,yes,1,new,yes,available,unfurnished,,1,any,160000,,yes,
3500 sqft Furnished Apartment with for Rent @ Baridhara Diplomatic Zone, 4 bd, 5 ba,3500.0,"Baridhara Diplomatic Zone, Dhaka, Baridhara, Dhaka",Apartment/Flats,Rent,370000.0,"It is a luxurious apartment of 3500 sqft which is furnished. Situated at the 8th floor, this property has 4 beds, 5 baths, living, drawing, dining, servant room and other modern amenities and commodities. 1 car parking facility available.",http://www.rentalhomebd.com/properties/3500-sqft-furnished-apartment-with-for-rent-at-baridhara-diplomatic-zone/241,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Baridhara,Baridhara Diplomatic Zone,,,yes,yes,1,new,yes,available,furnished,,9,any,740000,yes,yes,
3400 sqft Unfurnished Apartment for Rent @ Baridhara J Block, 4 bd, 4 ba,3400.0,"Baridhara J Block, Dhaka, Baridhara J Block, Dhaka",Apartment/Flats,Rent,100000.0,"It is a huge unfurnished apartment of 3400 sqft which is up for rent at Baridhara J Block. Located at the 3rd floor, it has 4 beds, 4 baths with other modern living facilities. 1 car parking facility provided. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/3400-sqft-unfurnished-apartment-for-rent-at-baridhara-j-block/217,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,,"Baridhara J Block, Baridhara J Block",,,yes,yes,1,new,yes,available,unfurnished,,4,any,200000,yes,yes,
2000 sqft Semi-furnished Apartment for Rent @ Baridhara J Block, 3 bd, 4 ba,2000.0,"Baridhara J Block, Dhaka, Baridhara J Block, Dhaka",Apartment/Flats,Rent,80000.0,"It is a front side semi-furnished apartment of 2000 sqft which is up for rent at Baridhara J Block. Located at the 3rd floor, it has 3 beds, 4 baths, 2 balconies, drawing, dining room with other modern living facilities. 1 car parking facility provided. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/2000-sqft-semi-furnished-apartment-for-rent-at-baridhara-j-block/216,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,,"Baridhara J Block, Baridhara J Block",yes,5000,,yes,1,new,yes,available,semi-furnished,,4,any,240000,,yes,
2000 sqft Unfurnished Apartment for Rent @ Baridhara J Block, 3 bd, 3 ba,2000.0,"Baridhara J Block, Dhaka, Baridhara J Block, Dhaka",Apartment/Flats,Rent,90000.0,"It is an unfurnished apartment of 2000 sqft which is up for rent at Baridhara J Block. Located at the 7th floor, it has 3 beds, 3 baths, drawing room, dining room with other modern living facilities. 1 car parking facility provided. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/2000-sqft-unfurnished-apartment-for-rent-at-baridhara-j-block/219,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,,"Baridhara J Block, Baridhara J Block",,5000,,,1,new,yes,available,unfurnished,,8,any,180000,,yes,
1400 sqft Furnished Apartment for Rent @ Baridhara J Block, 2 bd, 3 ba,1400.0,"Baridhara J Block, Dhaka, Baridhara J Block, Dhaka",Apartment/Flats,Rent,70000.0,"It is a furnished apartment of 1400 sqft which is up for rent at Baridhara J Block. Located at the 6th floor, it has 2 beds, 3 baths and servant room and bath, drawing, dining room, 2 balconies with other modern living facilities and commodities like A/C, gas. 1 car parking facility provided.",http://www.rentalhomebd.com/properties/1400-sqft-furnished-apartment-for-rent-at-baridhara-j-block/215,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,,"Baridhara J Block, Baridhara J Block",no,5000,yes,yes,1,new,yes,available,furnished,,7,any,140000,,yes,
1700 sqft Unfurnished Apartment for Rent @ Banani, 2 bd, 3 ba,1700.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,100000.0,"It is an unfurnished apartment of 1700 sqft which is up for rent at Banani. Located at the 3rd floor, it has 2 beds, 3 baths, servant washroom, dining room with other modern living facilities. 1 car parking facility provided. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/1700-sqft-unfurnished-apartment-for-rent-at-banani/220,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,5000,,yes,1,new,yes,available,unfurnished,,4,any,200000,,yes,
1150 sqft Unfurnished Apartment for Rent @ Baridhara J Block, 3 bd, 2 ba,1150.0,"Baridhara J Block, Dhaka, Baridhara J Block, Dhaka",Apartment/Flats,Rent,77000.0,"It is an unfurnished apartment of 1150 sqft which is up for rent at Baridhara J Block. Located at the 3rd floor, it has 3 beds, 2 baths with other modern living facilities. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/1150-sqft-unfurnished-apartment-for-rent-at-baridhara-j-block/218,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Residential,Dhaka,,"Baridhara J Block, Baridhara J Block",,,,,1,new,yes,,unfurnished,,4,any,154000,yes,yes,
2000 sqft Unfurnished Apartment for Rent @ Banani, 3 bd, 3 ba,2000.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,100000.0,"It is an unfurnished apartment of 2000 sqft which is up for rent at Banani. Located at the 2nd floor, it has 3 beds with other modern living facilities. 1 car parking facility provided. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/2000-sqft-unfurnished-apartment-for-rent-at-banani/222,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,6000,,yes,1,new,yes,available,unfurnished,,3,any,200000,,yes,
3300 sqft Unfurnished Duplex Apartment for Rent @ Banani, 4 bd, 5 ba,3300.0,"Banani, Dhaka, Banani, Dhaka",Duplex Home,Rent,130000.0,"It is an unfurnished duplex apartment of 3300 sqft which is up for rent at Banani. Located at the 3rd and 4th floor, it has 4 beds, 5 baths with other modern living facilities. 2 car parking facility provided. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/3300-sqft-unfurnished-apartment-for-rent-at-banani/223,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,10000,yes,yes,1,new,yes,available,unfurnished,,4,any,260000,yes,yes,
1700 sqft Unfurnished Apartment for Rent @ Banani, 3 bd, 3 ba,1700.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,95000.0,"It is an unfurnished apartment of 1700 sqft which is up for rent at Banani. Located at the 2nd floor, it has 3 beds with other modern living facilities. 1 car parking facility provided. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/1700-sqft-unfurnished-apartment-for-rent-at-banani/221,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,6500,,,1,new,yes,available,unfurnished,,3,any,190000,,yes,
1833 sqft Unfurnished Apartment for Rent @ Banani, 3 bd, 4 ba,1833.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,110000.0,"It is an unfurnished apartment of 1833 sqft which is up for rent at Banani. Located at the 4th floor, it has 3 beds, 4 baths with other modern living facilities. 1 car parking facility provided. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/1833-sqft-unfurnished-apartment-for-rent-at-banani/225,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,10000,,yes,1,new,yes,available,unfurnished,,5,any,220000,,yes,
1790 sqft Unfurnished Apartment for Rent @ Banani, 3 bd, 3 ba,1790.0,"Banani, Dhaka, Banani, Dhaka",Apartment/Flats,Rent,80000.0,"It is an unfurnished apartment of 1790 sqft which is up for rent at Banani. Located at the 7th floor, it has 3 beds, 3 baths, servant room, servant bath, family living, drawing, dining, 3 balconies with other modern living facilities. 1 car parking facility provided. If furnishing is needed, we will provide that after discussion.",http://www.rentalhomebd.com/properties/1790-sqft-unfurnished-apartment-for-rent-at-banani/224,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,yes,10000,yes,yes,1,new,yes,available,unfurnished,,8,any,160000,,yes,
