amenities,area,balconies,baths,bedroom,location,price,property_type,property_url,purpose
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Basila , Dhaka",,Residential Plot,https://www.bdhousing.com/details/245147/%E0%A6%AE%E0%A6%A7-%E0%A6%B8-%E0%A6%9F-%E0%A6%B0-%E0%A6%AA-%E0%A6%B2%E0%A6%9F-%E0%A6%AC-%E0%A6%A8-%E0%A7%9F-%E0%A6%97-%E0%A6%86%E0%A6%AA%E0%A6%A8-%E0%A6%B0-%E0%A6%B8%E0%A6%AE-%E0%A6%AA%E0%A6%A6-%E0%A6%AC-%E0%A7%9C%E0%A6%AC-%E0%A6%AC%E0%A6%B9-%E0%A6%97-%E0%A6%A3,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",3732 sqft,4,04,05,"Gulshan 02 , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/230622/3732-sqft-5-beds-under-construction-flat-for-sale-at-gulshan,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",17.00 Lac,Residential Plot,https://www.bdhousing.com/details/245716/3-katha-residential-plot-sale-mohammadpur,Sale
"Mosque/Prayer Room,Security,Lift,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Inter com,CCTV,Garden,Solar panels,Servent Room,Servent Toilet,Fire Protection",2275 sqft,4,05,04,"Uttara , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/244643/2250-sqft-4-beds-apartment-flats-sale-uttara,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1973 sqft,1,03,03,"Farmgate , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/233112/1973-sqft-3-beds-under-construction-apartment-for-sale-at-farmgate,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",6 Katha,,,,"Keraniganj , Dhaka",35.00 Lac,Residential Plot,https://www.bdhousing.com/details/245243/6-katha-ready-residential-plot-sale-Keraniganj%20,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",,Residential Plot,https://www.bdhousing.com/details/245485/3-katha-residential-plot-sale-mohammadpur,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Keraniganj , Dhaka",33.00 Lac,Residential Plot,https://www.bdhousing.com/details/245295/3-katha-ready-residential-plot-sale-keraniganj,Sale
"Mosque/Prayer Room,Security,Lift,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Servent Room,Servent Toilet,Fire Protection",4881 sqft,3,04,04,"Gulshan 02 , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/244252/4616-sqft-4-beds-under-construction-apartment-flats-for-sale-at-north-gulshan,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Servent Room,Servent Toilet,Fire Protection",2507 sqft,3,03,03,"Banani , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/241567/2507-sqft-3-beds-under-construction-flats-for-sale-at-banani,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Basila , Dhaka",,Residential Plot,https://www.bdhousing.com/details/245254/3-katha-ready-residential-plot-sale-basila,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Gymnasium,Solar panels,Guest Parking,Fire Protection",1500 sqft,,,,"Purana Paltan , Dhaka",,Office Space,https://www.bdhousing.com/details/245612/ready-office-space-sale-purana-paltan,Sale
"Security,Lift,Gas Connection,Electricity,Generator,Telephone line,CCTV,Security Alarm System,Electronic security,Servent Room,Servent Toilet,Fire Protection",1500 sqft,4,03,03,"Badda , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245430/1500-sqft-apartment-flats-sale-badda,Sale
"Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Satellite or cable TV,Garden,Solar panels,Servent Room,Servent Toilet,Fire Protection",1885 sqft,3,04,04,"Bashundhara R/A , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/244454/1900-sqft-4-beds-under-construction-apartment-flats-for-sale-at-bashundhara-r-a,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",5 Katha,,,,"Mohammadpur , Dhaka",15.00 Lac,Residential Plot,https://www.bdhousing.com/details/245231/%E0%A6%95-%E0%A6%B8-%E0%A6%A4-%E0%A6%A4-%E0%A6%AA-%E0%A6%B2%E0%A6%9F-%E0%A6%95-%E0%A6%A8-%E0%A6%A8-%E0%A6%AE%E0%A6%A7-%E0%A6%B8-%E0%A6%9F-%E0%A6%A4,Sale
"Eid congregation place,Mosque,Security,Lakes,Parks,School",3 Katha,,,,"Basila , Dhaka",32.00 Lac,Residential Plot,https://www.bdhousing.com/details/244753/3-katha-ready-residential-plot-sale-basila,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Security Alarm System,Satellite or cable TV,Electronic security,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",2150 sqft,4,04,04,"Bashundhara R/A , Dhaka",1.80 Cr.,Apartment/Flats,https://www.bdhousing.com/details/242915/2150-sqft-4-beds-under-construction-apartment-flats-for-sale-at-bashundhara-r-a,Sale
"Security,Lift,WASA connection,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Inter com,Satellite or cable TV,Garden,Solar panels,Servent Room,Servent Toilet",1600 sqft,3,04,03,"Uttara , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/239713/east-facing-1600-sqft-under-construction-apartment-flats-for-sale-at-uttara,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Civil Defense,Post Office",10 Katha,,,,"Purbachal , Dhaka",,Residential Plot,https://www.bdhousing.com/details/241883/10-katha-ready-residential-plot-for-sale-at-purbachal,Sale
"Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",6958 sqft,6,05,04,"Gulshan 02 , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/244692/6727-6847-sqft-4-beds-duplex-apartment-flats-sale-gulshan-02,Sale
"Security,Lift,WASA connection,Self Water supply,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1345 sqft,3,03,03,"Basabo , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245146/1345-sqft-3-beds-almost-ready-apartment-flats-for-sale-at-basabo,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Basila , Dhaka",,Residential Plot,https://www.bdhousing.com/details/245085/%E0%A6%A2-%E0%A6%95-%E0%A6%B0-%E0%A6%AC-%E0%A6%B8%E0%A6%B8-%E0%A6%A5-%E0%A6%A8-%E0%A6%85%E0%A6%B8-%E0%A6%AC-%E0%A6%A7-%E0%A6%A6-%E0%A6%B0-%E0%A6%95%E0%A6%B0%E0%A6%AC-%E0%A6%AE%E0%A6%A7-%E0%A6%B8-%E0%A6%9F-%E0%A6%B0-%E0%A6%AA-%E0%A6%B2%E0%A6%9F,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Basila , Dhaka",,Residential Plot,https://www.bdhousing.com/details/245086/%E0%A6%B8%E0%A6%AE%E0%A7%9F-%E0%A6%B0-%E0%A6%B8-%E0%A6%B0-%E0%A6%B2-%E0%A6%95-%E0%A6%B6%E0%A6%A8-%E0%A6%AE%E0%A6%A7-%E0%A6%B8-%E0%A6%9F-%E0%A6%B0-%E0%A6%AA-%E0%A6%B2%E0%A6%9F,Sale
"Security,Lift,Fire exit,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Garden,Solar panels,Servent Room,Servent Toilet,Fire Protection",1250 sqft,3,03,03,"Kafrul , Dhaka",96.75 Lac,Apartment/Flats,https://www.bdhousing.com/details/245778/1250-sqft-3-beds-under-construction-flats-for-sale-at-kafrul,Sale
"Eid congregation place,Mosque,Play Ground,Security,Lakes,Parks,School",5 Katha,,,,"Basila , Dhaka",35.00 Lac,Residential Plot,https://www.bdhousing.com/details/244760/5-katha-ready-residential-plot-sale-basila,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1334 sqft,3,03,03,"Wari , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245184/1334-sqft-3-beds-ready-apartment-flats-for-sale-at-wari,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",5 Katha,,,,"Keraniganj , Dhaka",11.00 Lac,Residential Plot,https://www.bdhousing.com/details/244325/5-katha-ready-residential-plot-for-sale-at-keraniganj,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office",3 Katha,,,,"Basila , Dhaka",,Residential Plot,https://www.bdhousing.com/details/244788/3-katha-residential-plot-sale-basila,Sale
"Mosque/Prayer Room,Security,Lift,WASA connection,Hot water and heating,Gas Connection,Electricity,Generator,Telephone line,Inter com,CCTV,Electronic security,Garden,Solar panels,Servent Toilet,Fire Protection",1488 sqft,3,04,03,"Khilgaon , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/230771/1431-sqft-3-beds-under-construction-apartment-flats-for-sale-at-khilgaon,Sale
"Mosque/Prayer Room,Security,Lift,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Satellite or cable TV,Garden,Solar panels,Servent Toilet,Fire Protection",2100 sqft,3,04,04,"Bashundhara R/A , Dhaka",1.97 Cr.,Apartment/Flats,https://www.bdhousing.com/details/245699/2100-sqft-4-beds-ready-apartment-flats-sale-bashundhara,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",33.00 Lac,Residential Plot,https://www.bdhousing.com/details/245779/ready-residential-plot-sale-mohammadpur,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",5 Katha,,,,"Keraniganj , Dhaka",11.00 Lac,Residential Plot,https://www.bdhousing.com/details/244321/5-katha-residential-plot-sale-keraniganj,Sale
"Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1700 sqft,3,04,04,"Adabor , Dhaka",1.10 Cr.,Apartment/Flats,https://www.bdhousing.com/details/243795/4-beds-under-construction-apartment-flats-sale-adabor,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1300 sqft,2,03,03,"Kallyanpur , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/243534/1200-1270-sqft-3-beds-flats-for-sale-at-kallyanpur,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Gymnasium,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1254 sqft,3,03,03,"Kalshi , Dhaka",,Land Sharing Flat,https://www.bdhousing.com/details/245620/3-beds-land-sharing-flat-sale-kalshi,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Gymnasium,Garden,Solar panels,Guest Parking,Fire Protection",1357 sqft,3,03,03,"Agargaon , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/231100/1357-1475-sqft-3-beds-ongoing-flats-for-sale-at-agargaon,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services",5 Katha,,,,"Savar , Dhaka",9.50 Lac,Residential Plot,https://www.bdhousing.com/details/244943/5-katha-residential-plot-sale-savar,Sale
"Security,Lift,Fire exit,WASA connection,Self Water supply,Electricity,Generator,Telephone line,Inter com,CCTV,Security Alarm System,Satellite or cable TV,Electronic security,Servent Room,Servent Toilet,Fire Protection",1125 sqft,3,03,03,"Basabo , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245431/apartment-flats-sale,Sale
,1375 sqft,4,03,03,"Savar , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/244572/1375-sqft-3-beds-almost-ready-apartment-flats-for-sale-at-savar,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Security Alarm System,Satellite or cable TV,Electronic security,Garden,Solar panels,Fire Protection",1200 sqft,2,03,03,"Dhour , Dhaka",66.00 Lac,Apartment/Flats,https://www.bdhousing.com/details/242505/1100-sqft-3-beds-almost-ready-apartment-flats-for-sale-at-dhour,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",2450 sqft,5,04,04,"Bashundhara R/A , Dhaka",1.51 Cr.,Land Sharing Flat,https://www.bdhousing.com/details/245210/4-beds-land-sharing-flat-sale-bashundhara,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Gymnasium,Garden,Servent Room",2190 sqft,4,05,04,"Bashundhara R/A , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245255/4-beds-apartment-flats-sale-bashundhara,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Keraniganj , Dhaka",11.00 Lac,Residential Plot,https://www.bdhousing.com/details/244322/3-katha-under-development-residential-plot-for-sale-at-keraniganj,Sale
"Security,Lift,Fire exit,WASA connection,Self Water supply,Gas Connection,Electricity,Generator,Telephone line,Inter com,CCTV,Security Alarm System,Electronic security,Servent Room,Servent Toilet,Fire Protection",1340 sqft,3,04,03,"Badda , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245435/3-beds-apartment-flats-sale-badda,Sale
"Security,Lift,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,Garden,Solar panels",1600 sqft,3,03,03,"Bashundhara R/A , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/244821/1600-sqft-3-beds-apartment-flats-sale-bashundhara,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1455 sqft,3,03,03,"Bashundhara R/A , Dhaka",1.10 Cr.,Apartment/Flats,https://www.bdhousing.com/details/243515/1455-sqft-3-beds-upcoming-apartment-flats-for-sale-at-bashundhara-r-a,Sale
